min,-5.120000,max,5.120000,populationsize,250,children,40
gen,best,worst,alpha,,var_x[0],var_x[1],var_x[2],var_x[3],var_x[4],var_x[5],var_x[6],var_x[7],var_x[8],var_x[9],,best_x[0],best_x[1],best_x[2],best_x[3],best_x[4],best_x[5],best_x[6],best_x[7],best_x[8],best_x[9],,distance
1904,0.237658,41.498176,1.002177,,0.001188,0.002275,0.000095,0.000545,0.000916,0.001090,0.001140,0.001019,0.000203,0.000901,,-0.008231,-0.006252,-0.016956,-0.003207,-0.008775,-0.006962,-0.011466,-0.001173,-0.003973,0.011420,,0.054798
1905,0.237658,41.498176,1.001858,,0.001182,0.002249,0.000095,0.000489,0.000899,0.001072,0.001097,0.001011,0.000202,0.000881,,-0.008231,-0.006252,-0.016956,-0.003207,-0.008775,-0.006962,-0.011466,-0.001173,-0.003973,0.011420,,0.054795
1906,0.237658,41.498176,1.000000,,0.001170,0.002233,0.000095,0.000480,0.000895,0.001071,0.001061,0.000982,0.000198,0.000877,,-0.008231,-0.006252,-0.016956,-0.003207,-0.008775,-0.006962,-0.011466,-0.001173,-0.003973,0.011420,,0.054503
1907,0.237658,41.498176,1.000000,,0.001111,0.002220,0.000099,0.000479,0.000892,0.001063,0.001051,0.000971,0.000200,0.000879,,-0.008231,-0.006252,-0.016956,-0.003207,-0.008775,-0.006962,-0.011466,-0.001173,-0.003973,0.011420,,0.053905
1908,0.237658,41.498176,1.000000,,0.001107,0.002200,0.000097,0.000474,0.000875,0.001044,0.001047,0.000964,0.000196,0.000866,,-0.008231,-0.006252,-0.016956,-0.003207,-0.008775,-0.006962,-0.011466,-0.001173,-0.003973,0.011420,,0.053154
1909,0.226931,41.498176,1.000000,,0.001096,0.002145,0.000097,0.000436,0.000812,0.001036,0.001042,0.000911,0.000187,0.000710,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.052477
1910,0.226931,41.498176,1.000000,,0.001085,0.002098,0.000095,0.000426,0.000807,0.001025,0.001025,0.000892,0.000186,0.000689,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.051500
1911,0.226931,41.498176,1.006704,,0.001068,0.002088,0.000093,0.000419,0.000787,0.001019,0.001002,0.000854,0.000185,0.000688,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.051192
1912,0.226931,41.498176,1.012804,,0.001050,0.002079,0.000093,0.000414,0.000778,0.001024,0.000997,0.000826,0.000184,0.000683,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.050214
1913,0.226931,41.498176,1.011426,,0.001014,0.002040,0.000090,0.000409,0.000761,0.001010,0.000959,0.000817,0.000185,0.000673,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.049910
1914,0.226931,41.498176,1.011306,,0.000931,0.002034,0.000090,0.000391,0.000760,0.000988,0.000955,0.000813,0.000178,0.000670,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.049404
1915,0.226931,41.498176,1.019979,,0.000921,0.001995,0.000087,0.000382,0.000747,0.000961,0.000879,0.000800,0.000162,0.000615,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.048166
1916,0.226931,41.498176,1.014092,,0.000899,0.001944,0.000085,0.000372,0.000724,0.000929,0.000863,0.000762,0.000162,0.000601,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.047632
1917,0.226931,41.498176,1.011587,,0.000896,0.001939,0.000083,0.000361,0.000720,0.000927,0.000847,0.000712,0.000160,0.000598,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.046496
1918,0.226931,41.498176,1.008263,,0.000913,0.001908,0.000082,0.000355,0.000715,0.000929,0.000833,0.000711,0.000156,0.000543,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.045121
1919,0.226931,41.498176,1.004415,,0.000895,0.001905,0.000080,0.000353,0.000711,0.000923,0.000820,0.000674,0.000147,0.000516,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.044466
1920,0.226931,41.498176,1.000000,,0.000890,0.001899,0.000080,0.000352,0.000707,0.000922,0.000816,0.000660,0.000147,0.000503,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.044334
1921,0.226931,41.498176,1.000000,,0.000883,0.001873,0.000080,0.000339,0.000700,0.000908,0.000809,0.000657,0.000142,0.000502,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.044233
1922,0.226931,41.498176,1.000000,,0.000879,0.001868,0.000078,0.000340,0.000699,0.000900,0.000808,0.000652,0.000140,0.000495,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.043848
1923,0.226931,41.498176,1.000000,,0.000876,0.001852,0.000078,0.000332,0.000685,0.000880,0.000808,0.000631,0.000140,0.000487,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.043676
1924,0.226931,41.498176,1.002107,,0.000853,0.001853,0.000077,0.000327,0.000682,0.000880,0.000803,0.000605,0.000138,0.000489,,0.002722,-0.001846,-0.010067,0.000456,-0.019420,-0.012434,0.007491,-0.013171,-0.007668,0.002353,,0.042763
1925,0.158330,41.498176,1.000000,,0.000838,0.001843,0.000074,0.000321,0.000675,0.000875,0.000793,0.000600,0.000135,0.000483,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.042584
1926,0.158330,41.498176,1.000000,,0.000830,0.001838,0.000072,0.000315,0.000667,0.000872,0.000769,0.000576,0.000135,0.000474,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.042370
1927,0.158330,41.498176,1.000000,,0.000830,0.001835,0.000073,0.000315,0.000655,0.000869,0.000769,0.000569,0.000135,0.000469,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.041928
1928,0.158330,41.498176,1.000080,,0.000816,0.001782,0.000073,0.000316,0.000644,0.000835,0.000758,0.000562,0.000132,0.000443,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.041256
1929,0.158330,41.498176,1.000669,,0.000811,0.001782,0.000072,0.000314,0.000631,0.000827,0.000752,0.000560,0.000130,0.000441,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.040841
1930,0.158330,41.498176,1.000000,,0.000801,0.001756,0.000070,0.000302,0.000632,0.000776,0.000733,0.000544,0.000130,0.000416,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.040257
1931,0.158330,41.498176,1.000000,,0.000793,0.001744,0.000068,0.000282,0.000625,0.000636,0.000646,0.000516,0.000128,0.000379,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.039756
1932,0.158330,41.498176,1.000000,,0.000790,0.001739,0.000065,0.000283,0.000617,0.000616,0.000644,0.000472,0.000127,0.000370,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.039478
1933,0.158330,41.498176,1.000000,,0.000784,0.001727,0.000064,0.000273,0.000606,0.000602,0.000636,0.000473,0.000127,0.000364,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.039140
1934,0.158330,41.498176,1.000000,,0.000784,0.001718,0.000064,0.000267,0.000607,0.000597,0.000634,0.000472,0.000125,0.000360,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.038776
1935,0.158330,41.498176,1.000000,,0.000759,0.001706,0.000064,0.000257,0.000600,0.000469,0.000579,0.000451,0.000124,0.000307,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.037985
1936,0.158330,41.498176,1.000276,,0.000759,0.001676,0.000063,0.000257,0.000593,0.000462,0.000575,0.000442,0.000124,0.000304,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.037560
1937,0.158330,41.498176,1.000000,,0.000747,0.001669,0.000063,0.000257,0.000594,0.000462,0.000573,0.000436,0.000122,0.000298,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.037400
1938,0.158330,41.498176,1.000000,,0.000741,0.001666,0.000060,0.000255,0.000579,0.000451,0.000567,0.000433,0.000122,0.000295,,0.005555,-0.003756,-0.002628,0.007782,0.000931,-0.003970,0.005157,0.002071,-0.010242,-0.012842,,0.037383
1939,0.145348,41.498176,1.001658,,0.000735,0.001665,0.000060,0.000252,0.000568,0.000445,0.000562,0.000425,0.000122,0.000294,,-0.003092,-0.001377,-0.001645,-0.015350,-0.012751,-0.010423,-0.005290,-0.010314,-0.001067,0.004394,,0.036964
1940,0.145348,41.498176,1.003308,,0.000730,0.001662,0.000059,0.000257,0.000563,0.000441,0.000555,0.000423,0.000119,0.000284,,-0.003092,-0.001377,-0.001645,-0.015350,-0.012751,-0.010423,-0.005290,-0.010314,-0.001067,0.004394,,0.036490
1941,0.145348,41.498176,1.000000,,0.000681,0.001660,0.000057,0.000257,0.000560,0.000432,0.000549,0.000420,0.000118,0.000284,,-0.003092,-0.001377,-0.001645,-0.015350,-0.012751,-0.010423,-0.005290,-0.010314,-0.001067,0.004394,,0.036088
1942,0.144961,41.498176,1.000000,,0.000680,0.001652,0.000056,0.000254,0.000557,0.000428,0.000547,0.000417,0.000116,0.000277,,-0.010029,0.004288,-0.013399,-0.000436,-0.004645,-0.012109,-0.002770,-0.009028,-0.005661,-0.009404,,0.035847
1943,0.144961,41.498176,1.002444,,0.000675,0.001650,0.000055,0.000255,0.000559,0.000430,0.000547,0.000415,0.000115,0.000274,,-0.010029,0.004288,-0.013399,-0.000436,-0.004645,-0.012109,-0.002770,-0.009028,-0.005661,-0.009404,,0.035278
1944,0.086945,41.498176,1.000000,,0.000663,0.001640,0.000055,0.000254,0.000557,0.000427,0.000540,0.000412,0.000115,0.000268,,-0.003126,-0.004871,-0.008250,0.003454,0.005901,-0.003215,-0.006714,-0.008128,-0.002370,-0.004811,,0.034743
1945,0.086945,41.498176,1.000000,,0.000662,0.001632,0.000054,0.000250,0.000556,0.000423,0.000534,0.000412,0.000113,0.000263,,-0.003126,-0.004871,-0.008250,0.003454,0.005901,-0.003215,-0.006714,-0.008128,-0.002370,-0.004811,,0.034779
1946,0.086945,41.498176,1.000390,,0.000656,0.001628,0.000053,0.000239,0.000546,0.000423,0.000526,0.000403,0.000111,0.000256,,-0.003126,-0.004871,-0.008250,0.003454,0.005901,-0.003215,-0.006714,-0.008128,-0.002370,-0.004811,,0.034248
1947,0.130360,41.498176,1.000000,,0.000651,0.001622,0.000053,0.000238,0.000537,0.000421,0.000522,0.000397,0.000110,0.000251,,-0.002178,-0.008174,-0.012373,-0.002446,-0.004624,-0.003817,-0.016037,-0.009943,0.000964,-0.005635,,0.033989
1948,0.130360,27.625395,1.000000,,0.000221,0.000510,0.000050,0.000208,0.000532,0.000411,0.000274,0.000290,0.000094,0.000202,,-0.002178,-0.008174,-0.012373,-0.002446,-0.004624,-0.003817,-0.016037,-0.009943,0.000964,-0.005635,,0.033423
1949,0.140826,27.625395,1.001896,,0.000219,0.000514,0.000048,0.000191,0.000526,0.000407,0.000269,0.000289,0.000095,0.000202,,0.005115,-0.006366,-0.006350,0.002797,-0.004736,-0.006483,-0.007039,-0.011674,-0.004959,-0.014803,,0.032635
1950,0.140826,27.625395,1.000000,,0.000213,0.000507,0.000048,0.000187,0.000522,0.000404,0.000262,0.000277,0.000092,0.000200,,0.005115,-0.006366,-0.006350,0.002797,-0.004736,-0.006483,-0.007039,-0.011674,-0.004959,-0.014803,,0.032499
1951,0.063584,27.625395,1.000000,,0.000211,0.000507,0.000048,0.000189,0.000523,0.000406,0.000260,0.000277,0.000092,0.000200,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.032039
1952,0.063584,17.589117,1.000000,,0.000201,0.000411,0.000046,0.000186,0.000271,0.000278,0.000253,0.000247,0.000092,0.000200,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.030963
1953,0.033732,17.589117,1.001359,,0.000200,0.000410,0.000047,0.000178,0.000267,0.000277,0.000250,0.000248,0.000092,0.000197,,-0.004228,-0.002972,-0.005501,-0.000479,-0.007748,0.000371,-0.002469,0.002015,-0.005136,-0.001932,,0.030570
1954,0.033732,17.589117,1.004024,,0.000189,0.000393,0.000045,0.000175,0.000262,0.000275,0.000247,0.000243,0.000091,0.000193,,-0.004228,-0.002972,-0.005501,-0.000479,-0.007748,0.000371,-0.002469,0.002015,-0.005136,-0.001932,,0.030154
1955,0.033732,17.589117,1.007149,,0.000183,0.000385,0.000045,0.000174,0.000257,0.000273,0.000240,0.000241,0.000091,0.000192,,-0.004228,-0.002972,-0.005501,-0.000479,-0.007748,0.000371,-0.002469,0.002015,-0.005136,-0.001932,,0.029370
1956,0.063584,17.589117,1.004424,,0.000180,0.000376,0.000045,0.000174,0.000256,0.000272,0.000238,0.000238,0.000090,0.000193,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.028784
1957,0.063584,17.589117,1.000000,,0.000175,0.000371,0.000045,0.000171,0.000236,0.000264,0.000233,0.000231,0.000089,0.000186,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.028692
1958,0.063584,17.589117,1.000000,,0.000169,0.000371,0.000044,0.000168,0.000234,0.000261,0.000231,0.000232,0.000087,0.000176,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.028181
1959,0.063584,17.589117,1.000000,,0.000168,0.000366,0.000045,0.000166,0.000230,0.000259,0.000230,0.000233,0.000085,0.000176,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.027931
1960,0.063584,17.589117,1.000000,,0.000163,0.000359,0.000045,0.000150,0.000218,0.000257,0.000228,0.000216,0.000085,0.000170,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.027367
1961,0.063584,17.589117,1.000000,,0.000162,0.000358,0.000045,0.000149,0.000216,0.000253,0.000228,0.000216,0.000084,0.000165,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.027163
1962,0.063584,17.589117,1.000000,,0.000152,0.000351,0.000044,0.000148,0.000199,0.000251,0.000223,0.000214,0.000082,0.000154,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.026916
1963,0.063584,17.589117,1.001069,,0.000149,0.000352,0.000043,0.000150,0.000197,0.000250,0.000221,0.000212,0.000079,0.000155,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.026612
1964,0.063584,17.589117,1.000000,,0.000142,0.000350,0.000042,0.000143,0.000191,0.000243,0.000201,0.000208,0.000079,0.000154,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.025970
1965,0.063584,17.589117,1.000000,,0.000135,0.000347,0.000042,0.000139,0.000186,0.000243,0.000199,0.000200,0.000077,0.000149,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.025660
1966,0.063584,17.589117,1.000000,,0.000128,0.000343,0.000042,0.000135,0.000186,0.000240,0.000198,0.000196,0.000076,0.000130,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.025023
1967,0.063584,17.589117,1.000000,,0.000125,0.000337,0.000042,0.000135,0.000187,0.000236,0.000198,0.000187,0.000076,0.000127,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.024832
1968,0.063584,17.589117,1.001377,,0.000123,0.000337,0.000041,0.000135,0.000186,0.000237,0.000197,0.000185,0.000076,0.000125,,-0.007773,0.000121,-0.008748,-0.002505,-0.003592,-0.001872,-0.005345,-0.002903,0.005512,-0.001643,,0.024580
1969,0.056583,17.589117,1.000000,,0.000122,0.000334,0.000041,0.000133,0.000183,0.000236,0.000196,0.000184,0.000076,0.000124,,0.001635,-0.004718,-0.010296,-0.007662,-0.003304,0.001094,-0.000497,-0.003152,-0.007590,-0.002100,,0.024351
1970,0.056583,17.589117,1.000000,,0.000121,0.000332,0.000041,0.000129,0.000181,0.000230,0.000193,0.000179,0.000075,0.000119,,0.001635,-0.004718,-0.010296,-0.007662,-0.003304,0.001094,-0.000497,-0.003152,-0.007590,-0.002100,,0.024324
1971,0.056583,17.589117,1.000701,,0.000119,0.000311,0.000041,0.000127,0.000179,0.000224,0.000182,0.000179,0.000074,0.000118,,0.001635,-0.004718,-0.010296,-0.007662,-0.003304,0.001094,-0.000497,-0.003152,-0.007590,-0.002100,,0.024460
1972,0.063540,17.589117,1.006672,,0.000117,0.000302,0.000040,0.000125,0.000178,0.000222,0.000178,0.000177,0.000073,0.000110,,-0.001627,0.002862,-0.009885,0.000026,-0.007981,0.001181,0.003125,-0.000279,-0.008262,-0.003297,,0.024201
1973,0.058938,17.589117,1.005851,,0.000115,0.000297,0.000039,0.000124,0.000175,0.000223,0.000178,0.000175,0.000073,0.000109,,-0.002656,-0.005710,-0.006698,0.002807,-0.002990,-0.006477,-0.002901,-0.001826,-0.009450,-0.005425,,0.024127
1974,0.058938,17.589117,1.000005,,0.000114,0.000297,0.000038,0.000123,0.000173,0.000221,0.000171,0.000174,0.000072,0.000108,,-0.002656,-0.005710,-0.006698,0.002807,-0.002990,-0.006477,-0.002901,-0.001826,-0.009450,-0.005425,,0.024072
1975,0.026769,17.589117,1.000000,,0.000113,0.000292,0.000039,0.000121,0.000174,0.000220,0.000170,0.000173,0.000071,0.000103,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.023683
1976,0.026769,17.589117,1.003019,,0.000111,0.000290,0.000038,0.000119,0.000173,0.000217,0.000168,0.000171,0.000071,0.000102,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.023462
1977,0.026769,17.589117,1.011676,,0.000111,0.000286,0.000038,0.000118,0.000172,0.000215,0.000167,0.000168,0.000071,0.000102,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.023306
1978,0.026769,17.589117,1.005552,,0.000105,0.000281,0.000038,0.000114,0.000170,0.000214,0.000164,0.000162,0.000070,0.000095,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.023333
1979,0.026769,17.589117,1.000000,,0.000101,0.000272,0.000037,0.000113,0.000167,0.000212,0.000159,0.000133,0.000069,0.000093,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.023241
1980,0.026769,17.589117,1.000000,,0.000099,0.000272,0.000037,0.000113,0.000164,0.000208,0.000154,0.000133,0.000069,0.000092,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.023097
1981,0.026769,17.589117,1.000000,,0.000086,0.000266,0.000038,0.000112,0.000163,0.000201,0.000150,0.000125,0.000070,0.000083,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.022962
1982,0.026769,17.589117,1.000000,,0.000083,0.000263,0.000037,0.000111,0.000162,0.000201,0.000149,0.000124,0.000070,0.000082,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.022629
1983,0.026769,17.589117,1.002466,,0.000082,0.000258,0.000036,0.000108,0.000160,0.000196,0.000147,0.000122,0.000071,0.000080,,0.000429,-0.003127,-0.004136,0.000087,-0.001872,-0.000420,-0.005235,-0.006304,-0.005960,0.000520,,0.022360
1984,0.061886,17.589117,1.006214,,0.000081,0.000257,0.000035,0.000104,0.000160,0.000188,0.000146,0.000121,0.000070,0.000081,,-0.004251,-0.014294,-0.003563,-0.002942,-0.004567,-0.001246,-0.004914,0.000552,-0.004393,-0.001258,,0.022253
1985,0.061886,17.589117,1.005865,,0.000081,0.000254,0.000035,0.000104,0.000157,0.000185,0.000144,0.000121,0.000070,0.000080,,-0.004251,-0.014294,-0.003563,-0.002942,-0.004567,-0.001246,-0.004914,0.000552,-0.004393,-0.001258,,0.022062
1986,0.061886,17.589117,1.000412,,0.000080,0.000247,0.000035,0.000096,0.000152,0.000166,0.000143,0.000116,0.000069,0.000073,,-0.004251,-0.014294,-0.003563,-0.002942,-0.004567,-0.001246,-0.004914,0.000552,-0.004393,-0.001258,,0.021660
1987,0.046019,17.589117,1.001493,,0.000080,0.000244,0.000035,0.000095,0.000151,0.000161,0.000142,0.000112,0.000069,0.000072,,-0.000534,0.002138,-0.007126,-0.003164,-0.000543,-0.003132,-0.007201,0.001467,-0.008479,0.001613,,0.021159
1988,0.046019,17.589117,1.000000,,0.000078,0.000243,0.000034,0.000090,0.000150,0.000158,0.000142,0.000110,0.000069,0.000070,,-0.000534,0.002138,-0.007126,-0.003164,-0.000543,-0.003132,-0.007201,0.001467,-0.008479,0.001613,,0.021046
1989,0.046019,17.589117,1.000531,,0.000074,0.000233,0.000032,0.000089,0.000146,0.000156,0.000133,0.000105,0.000069,0.000066,,-0.000534,0.002138,-0.007126,-0.003164,-0.000543,-0.003132,-0.007201,0.001467,-0.008479,0.001613,,0.020497
1990,0.046019,17.589117,1.000000,,0.000072,0.000232,0.000032,0.000089,0.000146,0.000153,0.000131,0.000103,0.000069,0.000064,,-0.000534,0.002138,-0.007126,-0.003164,-0.000543,-0.003132,-0.007201,0.001467,-0.008479,0.001613,,0.020355
1991,0.043814,17.589117,1.004764,,0.000071,0.000230,0.000031,0.000087,0.000147,0.000154,0.000129,0.000102,0.000067,0.000062,,0.000449,0.000382,-0.008739,-0.003719,-0.005759,-0.000258,-0.002226,-0.006011,-0.007378,-0.000868,,0.020278
1992,0.043814,17.589117,1.005846,,0.000071,0.000226,0.000033,0.000079,0.000146,0.000151,0.000129,0.000102,0.000066,0.000062,,0.000449,0.000382,-0.008739,-0.003719,-0.005759,-0.000258,-0.002226,-0.006011,-0.007378,-0.000868,,0.020101
1993,0.043814,17.589117,1.002107,,0.000070,0.000223,0.000033,0.000077,0.000144,0.000149,0.000128,0.000101,0.000067,0.000062,,0.000449,0.000382,-0.008739,-0.003719,-0.005759,-0.000258,-0.002226,-0.006011,-0.007378,-0.000868,,0.019999
1994,0.022717,17.589117,1.000895,,0.000070,0.000221,0.000033,0.000077,0.000143,0.000148,0.000127,0.000100,0.000066,0.000061,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.019748
1995,0.022717,17.589117,1.000000,,0.000069,0.000219,0.000032,0.000075,0.000141,0.000146,0.000126,0.000099,0.000067,0.000059,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.019546
1996,0.022717,17.589117,1.004699,,0.000069,0.000218,0.000033,0.000074,0.000140,0.000145,0.000124,0.000097,0.000066,0.000059,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.019249
1997,0.022717,17.589117,1.001701,,0.000067,0.000216,0.000033,0.000074,0.000125,0.000144,0.000122,0.000087,0.000065,0.000057,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.019079
1998,0.022717,17.589117,1.001846,,0.000067,0.000217,0.000033,0.000074,0.000124,0.000144,0.000122,0.000085,0.000065,0.000057,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.018686
1999,0.022717,17.589117,1.003977,,0.000059,0.000169,0.000033,0.000073,0.000123,0.000131,0.000122,0.000080,0.000064,0.000054,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.018324
2000,0.022717,17.589117,1.003180,,0.000057,0.000167,0.000033,0.000072,0.000121,0.000130,0.000121,0.000079,0.000062,0.000054,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.018249
2001,0.022717,17.589117,1.003617,,0.000056,0.000168,0.000033,0.000072,0.000121,0.000130,0.000120,0.000077,0.000061,0.000053,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.017958
2002,0.022717,17.589117,1.000000,,0.000055,0.000167,0.000032,0.000072,0.000119,0.000130,0.000121,0.000076,0.000061,0.000053,,0.000400,-0.003173,-0.007174,-0.000308,-0.001129,-0.002604,0.002324,-0.002639,-0.003821,-0.001067,,0.017797
2003,0.024658,17.589117,1.000000,,0.000056,0.000166,0.000032,0.000072,0.000120,0.000131,0.000120,0.000076,0.000061,0.000053,,-0.001723,-0.003228,-0.004895,0.001946,-0.004208,-0.003757,-0.004854,-0.001199,-0.000674,-0.003827,,0.017640
2004,0.020926,17.589117,1.000000,,0.000055,0.000167,0.000033,0.000070,0.000119,0.000130,0.000118,0.000074,0.000061,0.000053,,-0.001557,-0.003439,-0.004855,-0.000589,-0.003839,-0.002566,0.000370,0.000304,-0.006372,0.001070,,0.017305
2005,0.020926,17.589117,1.000000,,0.000054,0.000168,0.000032,0.000069,0.000119,0.000130,0.000115,0.000074,0.000060,0.000052,,-0.001557,-0.003439,-0.004855,-0.000589,-0.003839,-0.002566,0.000370,0.000304,-0.006372,0.001070,,0.017037
2006,0.020926,17.589117,1.001165,,0.000052,0.000168,0.000033,0.000069,0.000120,0.000130,0.000115,0.000072,0.000060,0.000051,,-0.001557,-0.003439,-0.004855,-0.000589,-0.003839,-0.002566,0.000370,0.000304,-0.006372,0.001070,,0.016783
