min,-5.120000,max,5.120000,populationsize,250,children,40
gen,best,worst,alpha,,var_x[0],var_x[1],var_x[2],var_x[3],var_x[4],var_x[5],var_x[6],var_x[7],var_x[8],var_x[9],,best_x[0],best_x[1],best_x[2],best_x[3],best_x[4],best_x[5],best_x[6],best_x[7],best_x[8],best_x[9],,distance
457,55.589735,102.737422,1.021695,,0.359550,0.449324,0.480433,0.327812,0.363037,0.354889,0.486654,0.507832,0.490502,0.406382,,-1.149934,-0.049100,0.049812,-1.758075,-0.974089,0.408730,-1.096264,-1.776752,0.907516,0.069828,,1.431425
458,41.404539,102.737422,1.022964,,0.352745,0.458450,0.471026,0.333358,0.368824,0.361907,0.474975,0.500270,0.488114,0.411194,,-0.276752,-1.116434,-0.129155,0.427114,-0.050924,-0.149650,-0.106071,-1.186127,0.474473,-1.081157,,1.431103
459,55.589735,102.737422,1.017169,,0.356798,0.466122,0.474064,0.334247,0.368213,0.362762,0.471582,0.496703,0.485828,0.397586,,-1.149934,-0.049100,0.049812,-1.758075,-0.974089,0.408730,-1.096264,-1.776752,0.907516,0.069828,,1.420622
460,55.589735,102.737422,1.027209,,0.355451,0.477611,0.471307,0.333653,0.359638,0.359089,0.499449,0.490858,0.484992,0.406232,,-1.149934,-0.049100,0.049812,-1.758075,-0.974089,0.408730,-1.096264,-1.776752,0.907516,0.069828,,1.428798
461,55.589735,102.737422,1.024645,,0.351048,0.471561,0.470576,0.335975,0.354459,0.360278,0.500693,0.488952,0.483193,0.405820,,-1.149934,-0.049100,0.049812,-1.758075,-0.974089,0.408730,-1.096264,-1.776752,0.907516,0.069828,,1.427080
462,55.589735,102.337543,1.017543,,0.348075,0.465443,0.474641,0.344459,0.354422,0.359740,0.504906,0.471924,0.485988,0.406695,,-1.149934,-0.049100,0.049812,-1.758075,-0.974089,0.408730,-1.096264,-1.776752,0.907516,0.069828,,1.430238
463,55.589735,102.337543,1.019218,,0.346870,0.466771,0.471311,0.344955,0.346354,0.353134,0.499210,0.469456,0.481213,0.404753,,-1.149934,-0.049100,0.049812,-1.758075,-0.974089,0.408730,-1.096264,-1.776752,0.907516,0.069828,,1.430245
464,55.589735,102.337543,1.012427,,0.349823,0.488571,0.468903,0.347435,0.348188,0.361155,0.493400,0.468788,0.489790,0.413726,,-1.149934,-0.049100,0.049812,-1.758075,-0.974089,0.408730,-1.096264,-1.776752,0.907516,0.069828,,1.438720
465,57.805005,102.337543,1.008559,,0.344236,0.480647,0.460588,0.339381,0.347154,0.364377,0.513322,0.473301,0.495481,0.416589,,0.010672,-0.106122,-0.954776,0.545178,-0.011950,-0.087777,-0.379631,-0.856399,0.723569,-0.192352,,1.441331
466,57.805005,102.337543,1.002820,,0.339616,0.479946,0.460121,0.341653,0.349252,0.370424,0.504457,0.491354,0.485982,0.408286,,0.010672,-0.106122,-0.954776,0.545178,-0.011950,-0.087777,-0.379631,-0.856399,0.723569,-0.192352,,1.442055
467,57.805005,102.337543,1.032413,,0.340646,0.479622,0.463523,0.340492,0.344723,0.375577,0.511346,0.496373,0.489631,0.417209,,0.010672,-0.106122,-0.954776,0.545178,-0.011950,-0.087777,-0.379631,-0.856399,0.723569,-0.192352,,1.460894
468,57.800944,102.337543,1.027060,,0.335721,0.479583,0.463121,0.340367,0.342295,0.373306,0.512273,0.501845,0.488498,0.418373,,-0.046305,-0.017569,-0.793724,-0.048050,-0.618495,-0.018868,-0.951986,0.089764,-1.632464,-0.856385,,1.466166
469,47.219291,102.337543,1.024116,,0.329767,0.485161,0.464581,0.338575,0.353091,0.373577,0.497412,0.498811,0.481588,0.414311,,-0.345780,0.057597,0.433322,-0.094018,-0.044502,0.539426,-0.181717,-1.046691,-0.927591,-0.741050,,1.458221
470,47.219291,102.337543,1.022631,,0.332232,0.487618,0.474748,0.335007,0.352412,0.371574,0.489801,0.509655,0.471036,0.420119,,-0.345780,0.057597,0.433322,-0.094018,-0.044502,0.539426,-0.181717,-1.046691,-0.927591,-0.741050,,1.458448
471,47.219291,102.337543,1.022232,,0.334634,0.486781,0.468630,0.346253,0.361312,0.366729,0.474247,0.516560,0.468085,0.432437,,-0.345780,0.057597,0.433322,-0.094018,-0.044502,0.539426,-0.181717,-1.046691,-0.927591,-0.741050,,1.465126
472,52.883856,102.337543,1.023820,,0.340476,0.484512,0.466321,0.347797,0.358157,0.365862,0.472611,0.544266,0.473275,0.427864,,-1.031309,0.041448,0.102858,-0.461305,-0.105663,-0.706415,-1.098300,-0.961819,-0.913383,0.039183,,1.472248
473,52.883856,102.337543,1.028499,,0.343665,0.481390,0.483709,0.346106,0.348976,0.358406,0.487053,0.551601,0.483688,0.428236,,-1.031309,0.041448,0.102858,-0.461305,-0.105663,-0.706415,-1.098300,-0.961819,-0.913383,0.039183,,1.453653
474,52.883856,102.337543,1.026093,,0.340959,0.490701,0.486697,0.348614,0.345080,0.373207,0.489056,0.562022,0.460354,0.435812,,-1.031309,0.041448,0.102858,-0.461305,-0.105663,-0.706415,-1.098300,-0.961819,-0.913383,0.039183,,1.440890
475,52.883856,102.337543,1.024027,,0.359087,0.493411,0.469672,0.347081,0.349829,0.374940,0.490188,0.574872,0.459938,0.431189,,-1.031309,0.041448,0.102858,-0.461305,-0.105663,-0.706415,-1.098300,-0.961819,-0.913383,0.039183,,1.441915
476,48.561038,102.337543,1.023052,,0.364560,0.497028,0.464874,0.336999,0.346354,0.375918,0.485918,0.578512,0.464032,0.423691,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.446773
477,48.561038,102.337543,1.018208,,0.363451,0.500888,0.453085,0.337409,0.346557,0.386917,0.479898,0.569226,0.451139,0.423342,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.441156
478,48.561038,105.686452,1.017601,,0.356269,0.503520,0.450400,0.330092,0.345993,0.386300,0.488751,0.568624,0.456804,0.415353,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.435190
479,48.561038,105.686452,1.026271,,0.363387,0.496164,0.444441,0.326850,0.350927,0.368086,0.485178,0.561363,0.453635,0.412586,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.433401
480,48.561038,105.686452,1.036939,,0.362187,0.497976,0.456085,0.329091,0.361314,0.383273,0.483072,0.550035,0.452056,0.416381,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.411801
481,48.561038,105.686452,1.039531,,0.360143,0.489807,0.451791,0.328800,0.373051,0.385212,0.502989,0.544197,0.461596,0.410227,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.407367
482,48.561038,106.308368,1.043622,,0.361298,0.492800,0.448518,0.329333,0.367767,0.384095,0.499619,0.534668,0.463350,0.427690,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.427369
483,48.561038,106.308368,1.046055,,0.383359,0.502976,0.471832,0.326869,0.361134,0.382455,0.487542,0.530569,0.451768,0.434457,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.442301
484,48.561038,106.308368,1.045768,,0.380513,0.498216,0.465549,0.322669,0.357984,0.387589,0.489251,0.528410,0.452796,0.431491,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.443887
485,48.561038,106.308368,1.045596,,0.374821,0.512926,0.474416,0.324980,0.362827,0.386615,0.514714,0.541073,0.452795,0.435987,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.458129
486,48.561038,106.308368,1.043881,,0.387567,0.536059,0.483934,0.337663,0.361477,0.391829,0.530726,0.541681,0.454905,0.435781,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.449162
487,48.561038,106.308368,1.052184,,0.399129,0.541816,0.481865,0.343601,0.363987,0.404037,0.526591,0.536181,0.451766,0.444439,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.465035
488,48.561038,106.308368,1.049223,,0.405743,0.541243,0.485547,0.351815,0.369213,0.433441,0.527279,0.539849,0.456092,0.448417,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.449922
489,48.561038,106.308368,1.050032,,0.398011,0.548633,0.479883,0.357272,0.369679,0.442632,0.520523,0.536628,0.477265,0.450318,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.451064
490,48.561038,106.308368,1.049312,,0.404939,0.532929,0.475492,0.357760,0.364557,0.449369,0.541019,0.546883,0.475289,0.463660,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.448779
491,48.561038,106.308368,1.050568,,0.403663,0.530455,0.472998,0.343869,0.373254,0.465074,0.549643,0.550056,0.461208,0.465386,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.453830
492,48.561038,106.308368,1.053204,,0.409005,0.543060,0.471311,0.350719,0.365360,0.464953,0.554209,0.565474,0.470800,0.481632,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.459681
493,48.561038,106.308368,1.044707,,0.407184,0.551928,0.467593,0.348892,0.370086,0.470779,0.549114,0.562654,0.474314,0.485961,,-1.119179,-0.077005,-1.160086,-0.730064,-0.071032,-0.962245,-1.035835,0.390039,0.548469,-0.256847,,1.459627
494,54.995007,106.308368,1.043259,,0.397882,0.551581,0.475549,0.337594,0.367777,0.482505,0.549924,0.548173,0.480008,0.472511,,-0.134948,0.006649,0.030743,-0.705215,0.527412,0.483918,-0.202069,-1.346658,-1.999959,-2.096401,,1.460420
495,54.995007,106.308368,1.041711,,0.386301,0.561744,0.473377,0.339588,0.369049,0.518321,0.536725,0.546731,0.484224,0.469441,,-0.134948,0.006649,0.030743,-0.705215,0.527412,0.483918,-0.202069,-1.346658,-1.999959,-2.096401,,1.460785
496,54.995007,102.450682,1.036647,,0.400998,0.566714,0.448168,0.340385,0.363152,0.514263,0.526201,0.552024,0.477620,0.456960,,-0.134948,0.006649,0.030743,-0.705215,0.527412,0.483918,-0.202069,-1.346658,-1.999959,-2.096401,,1.461653
497,54.995007,102.450682,1.037436,,0.394109,0.552190,0.425989,0.339381,0.354332,0.508442,0.522593,0.548809,0.471017,0.463703,,-0.134948,0.006649,0.030743,-0.705215,0.527412,0.483918,-0.202069,-1.346658,-1.999959,-2.096401,,1.460924
498,45.532856,102.450682,1.045071,,0.384151,0.570540,0.424462,0.333158,0.363586,0.514612,0.534308,0.557349,0.473536,0.459385,,-0.192992,-1.003209,-0.247036,0.064706,-0.891014,0.045379,0.390790,-1.093985,-0.051334,-0.787959,,1.452319
499,45.532856,102.450682,1.040605,,0.392204,0.568391,0.427005,0.343438,0.362465,0.507972,0.542481,0.559847,0.479897,0.457118,,-0.192992,-1.003209,-0.247036,0.064706,-0.891014,0.045379,0.390790,-1.093985,-0.051334,-0.787959,,1.448094
500,45.532856,103.735240,1.041847,,0.387032,0.576258,0.418345,0.342672,0.365036,0.501222,0.533382,0.555525,0.478598,0.457838,,-0.192992,-1.003209,-0.247036,0.064706,-0.891014,0.045379,0.390790,-1.093985,-0.051334,-0.787959,,1.429480
501,45.532856,103.735240,1.051378,,0.385298,0.574083,0.413256,0.337984,0.356952,0.507251,0.551493,0.552498,0.500414,0.454634,,-0.192992,-1.003209,-0.247036,0.064706,-0.891014,0.045379,0.390790,-1.093985,-0.051334,-0.787959,,1.421975
502,45.532856,103.735240,1.053355,,0.389440,0.583671,0.410416,0.339272,0.361618,0.505220,0.546367,0.540933,0.501369,0.446724,,-0.192992,-1.003209,-0.247036,0.064706,-0.891014,0.045379,0.390790,-1.093985,-0.051334,-0.787959,,1.413259
503,45.532856,103.735240,1.053631,,0.397948,0.577548,0.395716,0.341473,0.361079,0.499397,0.545772,0.545842,0.495757,0.444553,,-0.192992,-1.003209,-0.247036,0.064706,-0.891014,0.045379,0.390790,-1.093985,-0.051334,-0.787959,,1.425984
504,61.343756,106.337468,1.046548,,0.394792,0.576143,0.387470,0.338588,0.361899,0.514109,0.540292,0.538886,0.491964,0.445468,,-0.318405,-0.696537,-0.056429,-0.317538,-0.109771,-1.055683,-0.016659,-0.744316,0.056733,-0.987424,,1.430335
505,61.343756,106.337468,1.040513,,0.399371,0.565237,0.380831,0.341911,0.383542,0.514739,0.523840,0.534753,0.495683,0.456644,,-0.318405,-0.696537,-0.056429,-0.317538,-0.109771,-1.055683,-0.016659,-0.744316,0.056733,-0.987424,,1.423370
506,61.343756,106.337468,1.038934,,0.386752,0.556253,0.366647,0.338020,0.375403,0.511642,0.526457,0.537113,0.479234,0.464466,,-0.318405,-0.696537,-0.056429,-0.317538,-0.109771,-1.055683,-0.016659,-0.744316,0.056733,-0.987424,,1.413831
507,50.650972,106.337468,1.034330,,0.387721,0.551784,0.358259,0.337251,0.371656,0.501406,0.527688,0.536290,0.487461,0.469250,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.423477
508,50.650972,106.337468,1.031464,,0.389515,0.535342,0.359450,0.336966,0.365713,0.492419,0.509866,0.540135,0.486602,0.469422,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.425009
509,50.650972,106.337468,1.029009,,0.382893,0.541273,0.353605,0.355696,0.374679,0.513515,0.520814,0.547724,0.506592,0.467143,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.424055
510,50.650972,106.337468,1.027392,,0.381031,0.543373,0.352231,0.346565,0.378031,0.520128,0.520009,0.540536,0.514275,0.456627,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.431154
511,50.650972,106.337468,1.025057,,0.385598,0.548124,0.352334,0.362870,0.390251,0.518367,0.525283,0.543578,0.517884,0.466429,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.422048
512,43.747590,106.337468,1.023765,,0.374269,0.543416,0.344871,0.363154,0.390032,0.516089,0.503710,0.546711,0.511051,0.474578,,0.062476,0.150996,-0.173375,-0.070363,0.538987,0.096462,0.047833,-0.049286,-0.814740,0.441959,,1.407291
513,43.747590,106.337468,1.026765,,0.368842,0.551468,0.356140,0.364407,0.390287,0.510413,0.501574,0.563105,0.513014,0.471264,,0.062476,0.150996,-0.173375,-0.070363,0.538987,0.096462,0.047833,-0.049286,-0.814740,0.441959,,1.398828
514,43.747590,106.337468,1.023547,,0.374733,0.566538,0.360008,0.359484,0.390776,0.518746,0.523831,0.550891,0.515562,0.435839,,0.062476,0.150996,-0.173375,-0.070363,0.538987,0.096462,0.047833,-0.049286,-0.814740,0.441959,,1.388880
515,43.747590,106.337468,1.019675,,0.348205,0.569000,0.360318,0.354159,0.389296,0.516252,0.528700,0.561317,0.508194,0.446656,,0.062476,0.150996,-0.173375,-0.070363,0.538987,0.096462,0.047833,-0.049286,-0.814740,0.441959,,1.386119
516,43.747590,103.735240,1.017149,,0.338978,0.563155,0.361553,0.355663,0.386647,0.503853,0.488630,0.544026,0.503915,0.442950,,0.062476,0.150996,-0.173375,-0.070363,0.538987,0.096462,0.047833,-0.049286,-0.814740,0.441959,,1.386049
517,50.650972,103.735240,1.030741,,0.341530,0.560712,0.367586,0.360405,0.382879,0.495694,0.481935,0.540133,0.503899,0.452096,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.363494
518,50.650972,103.735240,1.023973,,0.333183,0.548072,0.371756,0.360742,0.389871,0.479125,0.487874,0.535433,0.496987,0.463901,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.369797
519,50.650972,103.735240,1.025682,,0.332797,0.537356,0.362317,0.382613,0.388569,0.475150,0.479049,0.532787,0.509449,0.459145,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.370490
520,50.650972,102.450682,1.022357,,0.331231,0.533746,0.369262,0.376459,0.395881,0.472735,0.467117,0.524925,0.509064,0.466785,,-1.241260,-0.038705,-0.345928,-1.038672,-0.888235,-1.134898,-2.062501,-0.795436,-0.087244,-0.026625,,1.366673
521,55.649741,103.839824,1.018925,,0.325843,0.530387,0.370748,0.369632,0.397234,0.470188,0.462004,0.529876,0.517029,0.467378,,0.009563,-0.292471,-1.040134,0.247019,-1.052095,-0.965637,-0.822081,0.100759,1.023172,0.024968,,1.365704
522,55.649741,103.839824,1.024158,,0.326432,0.512140,0.353232,0.371970,0.392465,0.472240,0.445868,0.521482,0.526321,0.464448,,0.009563,-0.292471,-1.040134,0.247019,-1.052095,-0.965637,-0.822081,0.100759,1.023172,0.024968,,1.355728
523,55.649741,103.839824,1.024668,,0.333688,0.520629,0.349483,0.377470,0.389167,0.471266,0.447416,0.533795,0.516942,0.463464,,0.009563,-0.292471,-1.040134,0.247019,-1.052095,-0.965637,-0.822081,0.100759,1.023172,0.024968,,1.359879
524,45.330055,104.424033,1.020345,,0.334019,0.501570,0.354089,0.373495,0.432757,0.469913,0.434794,0.513405,0.517743,0.452043,,0.008858,-0.983015,-0.231634,1.465275,-1.195429,-0.887468,0.104545,-0.954564,-0.100304,-0.143182,,1.353845
525,45.330055,104.424033,1.017712,,0.330025,0.506307,0.357065,0.372792,0.428490,0.464455,0.428388,0.517979,0.516095,0.464697,,0.008858,-0.983015,-0.231634,1.465275,-1.195429,-0.887468,0.104545,-0.954564,-0.100304,-0.143182,,1.344285
526,45.330055,104.424033,1.016460,,0.327161,0.519723,0.350749,0.381388,0.429118,0.469576,0.429067,0.524303,0.522294,0.454038,,0.008858,-0.983015,-0.231634,1.465275,-1.195429,-0.887468,0.104545,-0.954564,-0.100304,-0.143182,,1.346008
527,45.330055,104.424033,1.016009,,0.314977,0.528539,0.350278,0.370854,0.431781,0.453745,0.428232,0.519409,0.529651,0.450566,,0.008858,-0.983015,-0.231634,1.465275,-1.195429,-0.887468,0.104545,-0.954564,-0.100304,-0.143182,,1.354821
528,45.330055,104.424033,1.026059,,0.308027,0.518557,0.347290,0.367129,0.423454,0.453591,0.407249,0.506853,0.527776,0.452289,,0.008858,-0.983015,-0.231634,1.465275,-1.195429,-0.887468,0.104545,-0.954564,-0.100304,-0.143182,,1.342662
529,51.419866,104.424033,1.023005,,0.302582,0.519157,0.336831,0.366664,0.410525,0.450769,0.402304,0.503483,0.529114,0.459695,,-0.124414,-0.408376,0.036412,-0.044595,-0.011920,-0.151810,-0.675196,-1.056412,-1.025700,-0.821361,,1.328424
530,48.645409,104.424033,1.024730,,0.304463,0.525298,0.337511,0.355450,0.417428,0.446388,0.405536,0.510221,0.526768,0.466957,,-1.044223,-1.987366,-0.086282,-0.104901,-1.595263,0.501101,0.617577,-0.073675,-0.154572,0.530175,,1.325467
531,48.645409,106.702636,1.032478,,0.297224,0.527630,0.336655,0.351110,0.403184,0.443237,0.392633,0.499251,0.532798,0.462154,,-1.044223,-1.987366,-0.086282,-0.104901,-1.595263,0.501101,0.617577,-0.073675,-0.154572,0.530175,,1.316939
532,48.645409,106.702636,1.028719,,0.299192,0.527997,0.345728,0.347854,0.407130,0.450835,0.384306,0.495630,0.537836,0.464663,,-1.044223,-1.987366,-0.086282,-0.104901,-1.595263,0.501101,0.617577,-0.073675,-0.154572,0.530175,,1.313230
533,48.645409,106.702636,1.027288,,0.307897,0.544951,0.349968,0.348288,0.410035,0.453162,0.385399,0.495939,0.537846,0.468530,,-1.044223,-1.987366,-0.086282,-0.104901,-1.595263,0.501101,0.617577,-0.073675,-0.154572,0.530175,,1.307064
534,48.645409,106.702636,1.020044,,0.313321,0.543909,0.348816,0.351134,0.406259,0.451281,0.389999,0.493291,0.528124,0.462644,,-1.044223,-1.987366,-0.086282,-0.104901,-1.595263,0.501101,0.617577,-0.073675,-0.154572,0.530175,,1.310442
535,46.828647,106.702636,1.016934,,0.313687,0.554487,0.345871,0.337591,0.422146,0.445707,0.384956,0.494389,0.522501,0.461619,,-0.922841,0.577567,0.014817,-0.055370,-0.831149,-0.502511,-0.051259,-1.065036,0.904884,0.013266,,1.313395
536,46.828647,106.702636,1.025762,,0.318801,0.561917,0.351022,0.341260,0.420073,0.449559,0.397915,0.493515,0.522234,0.469468,,-0.922841,0.577567,0.014817,-0.055370,-0.831149,-0.502511,-0.051259,-1.065036,0.904884,0.013266,,1.309366
537,46.828647,106.702636,1.028560,,0.322365,0.548603,0.346412,0.335184,0.429249,0.456676,0.390874,0.485481,0.511750,0.482824,,-0.922841,0.577567,0.014817,-0.055370,-0.831149,-0.502511,-0.051259,-1.065036,0.904884,0.013266,,1.306177
538,57.746511,106.702636,1.026930,,0.320642,0.557108,0.359712,0.344358,0.425983,0.468979,0.393648,0.486594,0.518209,0.485446,,-0.119176,0.247005,-0.552445,-1.063686,-0.984020,-0.170362,0.525500,-0.915352,-0.101640,-0.975139,,1.295411
539,57.746511,106.656258,1.024201,,0.318530,0.563577,0.357899,0.343933,0.426310,0.467871,0.396884,0.493112,0.519968,0.478175,,-0.119176,0.247005,-0.552445,-1.063686,-0.984020,-0.170362,0.525500,-0.915352,-0.101640,-0.975139,,1.293342
540,57.746511,106.656258,1.022268,,0.323747,0.556848,0.352746,0.343582,0.420254,0.459854,0.389747,0.507743,0.518271,0.480846,,-0.119176,0.247005,-0.552445,-1.063686,-0.984020,-0.170362,0.525500,-0.915352,-0.101640,-0.975139,,1.284183
541,57.746511,106.656258,1.017037,,0.326015,0.538760,0.349329,0.341243,0.423792,0.455600,0.390059,0.512104,0.516279,0.473542,,-0.119176,0.247005,-0.552445,-1.063686,-0.984020,-0.170362,0.525500,-0.915352,-0.101640,-0.975139,,1.275213
542,57.746511,106.656258,1.015484,,0.334551,0.532166,0.347940,0.347833,0.420626,0.455016,0.385697,0.514273,0.501763,0.460615,,-0.119176,0.247005,-0.552445,-1.063686,-0.984020,-0.170362,0.525500,-0.915352,-0.101640,-0.975139,,1.274790
543,57.746511,106.656258,1.010950,,0.339971,0.535567,0.353666,0.356650,0.422416,0.455108,0.378890,0.518108,0.505022,0.455148,,-0.119176,0.247005,-0.552445,-1.063686,-0.984020,-0.170362,0.525500,-0.915352,-0.101640,-0.975139,,1.262927
544,57.746511,106.656258,1.007814,,0.344465,0.532582,0.351528,0.352730,0.423129,0.466672,0.367669,0.512148,0.498238,0.449623,,-0.119176,0.247005,-0.552445,-1.063686,-0.984020,-0.170362,0.525500,-0.915352,-0.101640,-0.975139,,1.258979
545,56.391092,106.656258,1.009901,,0.360278,0.525899,0.352584,0.359083,0.425080,0.483130,0.387560,0.514833,0.499950,0.441935,,0.433237,0.278887,-0.103177,0.055815,-0.988515,-0.148402,-0.307021,-0.975328,-0.160049,-1.117530,,1.262497
